0	A_MP
1	A_NP
2	A_NS
3	A_PA
4	A_PB1
5	A_PB2
6	B_MP
7	B_NP
8	B_NS
9	B_PA
10	B_PB1
11	B_PB2

1	1|S104735{A_PA}
2	1|S112758{A_PA}
3	1|S114772{A_PA}
4	1|S115181{A_PA}
5	1|S115944{A_PA}
6	1|S116282{A_PA}
7	1|S116489{A_PB1}
8	1|S119156{A_PB1}
9	1|S125809{A_PB1}
10	1|S126028{A_PB1}
11	1|S128622{A_PB1}
12	1|S128673{A_PB1}
13	1|S139139{A_PB2}
14	1|S139778{A_PB2}
15	1|S139851{A_PB2}
16	1|S143106{A_PB2}
17	1|S144843{A_PB2}
18	1|S146089{A_PB2}
19	1|S153867{B_MP}
20	1|S154047{B_MP}
21	1|S154204{B_MP}
22	1|S154214{B_MP}
23	1|S154521{B_MP}
24	1|S154528{B_MP}
25	1|S158765{B_NP}
26	1|S159163{B_NP}
27	1|S159258{B_NP}
28	1|S159391{B_NP}
29	1|S159586{B_NP}
30	1|S159616{B_NP}
31	1|S159775{B_NS}
32	1|S159962{B_NS}
33	1|S160093{B_NS}
34	1|S160643{B_NS}
35	1|S160722{B_NS}
36	1|S160985{B_NS}
37	1|S161463{B_PA}
38	1|S161598{B_PA}
39	1|S161744{B_PA}
40	1|S162402{B_PA}
41	1|S162427{B_PA}
42	1|S162592{B_PA}
43	1|S162832{B_PB1}
44	1|S162917{B_PB1}
45	1|S163096{B_PB1}
46	1|S163226{B_PB1}
47	1|S163433{B_PB1}
48	1|S163773{B_PB1}
49	1|S164220{B_PB2}
50	1|S164259{B_PB2}
51	1|S164391{B_PB2}
52	1|S164423{B_PB2}
53	1|S164477{B_PB2}
54	1|S165296{B_PB2}
55	1|S58471{A_MP}
56	1|S62793{A_MP}
57	1|S63732{A_MP}
58	1|S64912{A_MP}
59	1|S67216{A_MP}
60	1|S69465{A_MP}
61	1|S71626{A_NP}
62	1|S72962{A_NP}
63	1|S74687{A_NP}
64	1|S81672{A_NP}
65	1|S85123{A_NP}
66	1|S85827{A_NP}
67	1|S86230{A_NS}
68	1|S89070{A_NS}
69	1|S89709{A_NS}
70	1|S90640{A_NS}
71	1|S91702{A_NS}
72	1|S99198{A_NS}
