-2291.45 -2242.50 -2282.79
-2180.99 -2169.33 -2274.56
-2220.40 -2302.41 -2261.64
-2228.75 -2310.11 -2269.81
-2216.97 -2302.63 -2259.07
-2176.03 -2154.13 -2270.22
-2175.71 -2163.86 -2274.93
-2291.09 -2224.84 -2269.38
-2195.82 -2301.95 -2240.98
-2324.92 -2181.68 -2237.09
-2322.91 -2185.43 -2237.27
-2140.43 -2340.03 -2189.37
-2127.60 -2303.76 -2176.38
-2120.48 -2317.84 -2171.70
-2189.44 -2160.42 -2222.95
-2317.59 -2178.77 -2231.42
-2154.69 -2295.57 -2203.76
-2310.27 -2167.94 -2224.30
-2317.51 -2175.94 -2232.52
-2316.02 -2166.93 -2220.62
-2162.40 -2339.00 -2196.08
-2139.28 -2338.03 -2191.12
-2304.80 -2155.39 -2208.42
-2143.74 -2336.04 -2188.27
-2124.76 -2323.69 -2178.25
-2270.07 -2269.46 -2294.36
-2316.67 -2171.80 -2223.97
-2323.17 -2182.47 -2233.59
-2180.67 -2182.36 -2261.86
-2218.18 -2325.78 -2260.46
-2318.80 -2166.96 -2226.73
-2286.87 -2221.04 -2265.47
-2140.14 -2328.73 -2182.10
-2155.98 -2341.58 -2199.90
-2319.05 -2177.04 -2229.23
-2319.79 -2179.01 -2232.21
