-17.27 -115.68 -23.6 -52.78 -36.16 -461 -190.32 -39.36 -23.9 -2078.57 -331.4 -10.47 -21.16 -201.79 -17.33 -10.04 -0.699999999999999
-17.27 -111.47 -22.76 -53.26 -36.82 -454.59 -197.13 -36.22 -23.9 -2099.02 -338.44 -10.46 -22.88 -201.73 -18.02 -9.23 -0.699999999999999
-17.27 -112.55 -22.33 -53.26 -38.86 -450.14 -204.28 -36.32 -23.9 -2100.59 -339.72 -10.46 -22.88 -207.55 -18.04 -10.04 -0.709999999999999
-30.22 -94.84 -73.19 -59.2 -95.77 -740.08 -204 -80.86 -45.36 -336.38 -2056.23 -8.02 -18.19 -245.94 -43.51 -20.18 -5.24
-26.31 -99.18 -75.48 -53.38 -86.36 -739.27 -199.22 -82.37 -43.92 -340.47 -2056.85 -6.92 -21.84 -246.57 -40.73 -15.78 -5.24
-14.39 -80.66 -78.99 -55.78 -107.27 -763.78 -201.35 -71.36 -43.9 -333.04 -1949.61 -11.85 -36.42 -227.96 -44.22 -31.56 -5.06
-282.9 -40.37 -111.97 -76.86 -141.99 -84.27 -86.05 -141.52 -675.7 -37.06 -32.23 -2119.95 -229.88 -41.46 -93.67 -50.59 -6.42
-274.8 -42.29 -117.16 -80.12 -145.01 -90.98 -78.13 -131.3 -655.66 -34.56 -32.91 -1977.09 -236.85 -53.67 -85 -55.7 -0.549999999999999
-276.82 -40.37 -108.28 -87.77 -143.07 -77.27 -80.4 -137.48 -654.43 -37.24 -28.94 -2203.14 -227.59 -49.59 -86.68 -49.43 -6.42
-246 -34.61 -101.26 -169.58 -127.24 -91.9 -86.75 -161.34 -272.42 -22.11 -15.18 -111.06 -2012.56 -53.54 -112.51 -35.59 -4.19
-259.1 -41.32 -101.6 -177.45 -132.79 -95.45 -88.29 -156.42 -289.61 -24.47 -15.84 -117.08 -2011.41 -47.49 -117.83 -37.57 -8.38
-262.84 -44.74 -83.99 -184.42 -148.04 -102.76 -92.39 -166.72 -273.09 -21.55 -29.5 -112.33 -1959.37 -56.73 -105.83 -33.48 -13.12
-19.6 -314.88 -38.23 -50.81 -80.42 -231.84 -746.34 -71.36 -22.03 -63.57 -165.48 -2.98 -22.41 -1723.72 -15.09 -31.76 0.0299999999999994
-16.48 -327.59 -16.56 -33.47 -50.59 -259.95 -790.52 -67.71 -33.65 -127.64 -135.81 -14.64 -21.9 -1493.85 -24.46 -15.01 -3.6
