0	A_HA_H1
1	A_HA_H10
2	A_HA_H11
3	A_HA_H12
4	A_HA_H13
5	A_HA_H14
6	A_HA_H15
7	A_HA_H16
8	A_HA_H2
9	A_HA_H3
10	A_HA_H4
11	A_HA_H5
12	A_HA_H6
13	A_HA_H7
14	A_HA_H8
15	A_HA_H9
16	A_MP
17	A_NA_N1
18	A_NA_N2
19	A_NA_N3
20	A_NA_N4
21	A_NA_N5
22	A_NA_N6
23	A_NA_N7
24	A_NA_N8
25	A_NA_N9
26	A_NP
27	A_NS
28	A_PA
29	A_PB1
30	A_PB2
31	B_HA
32	B_MP
33	B_NA
34	B_NP
35	B_NS
36	B_PA
37	B_PB1
38	B_PB2

1	1|S103252{A_PA}
2	1|S104036{A_PA}
3	1|S105125{A_PA}
4	1|S106978{A_PA}
5	1|S112401{A_PA}
6	1|S114765{A_PA}
7	1|S118136{A_PB1}
8	1|S119603{A_PB1}
9	1|S121742{A_PB1}
10	1|S122044{A_PB1}
11	1|S122466{A_PB1}
12	1|S128374{A_PB1}
13	1|S135432{A_PB2}
14	1|S137398{A_PB2}
15	1|S140148{A_PB2}
16	1|S14125{A_NA_N2}
17	1|S141901{A_PB2}
18	1|S145010{A_PB2}
19	1|S149520{A_PB2}
20	1|S15034{A_NA_N2}
21	1|S150556{B_HA}
22	1|S152165{B_HA}
23	1|S152185{B_HA}
24	1|S152272{B_HA}
25	1|S152579{B_HA}
26	1|S153202{B_HA}
27	1|S154113{B_MP}
28	1|S154243{B_MP}
29	1|S154327{B_MP}
30	1|S154453{B_MP}
31	1|S154565{B_MP}
32	1|S154799{B_MP}
33	1|S155797{B_NA}
34	1|S156121{B_NA}
35	1|S156211{B_NA}
36	1|S157523{B_NA}
37	1|S15760{A_NA_N2}
38	1|S157908{B_NA}
39	1|S158235{B_NA}
40	1|S158704{B_NP}
41	1|S158835{B_NP}
42	1|S158876{B_NP}
43	1|S158997{B_NP}
44	1|S159188{B_NP}
45	1|S159242{B_NP}
46	1|S160003{B_NS}
47	1|S160130{B_NS}
48	1|S160168{B_NS}
49	1|S160410{B_NS}
50	1|S160920{B_NS}
51	1|S161098{B_NS}
52	1|S161900{B_PA}
53	1|S162017{B_PA}
54	1|S162245{B_PA}
55	1|S162316{B_PA}
56	1|S162479{B_PA}
57	1|S162586{B_PA}
58	1|S162957{B_PB1}
59	1|S163241{B_PB1}
60	1|S163336{B_PB1}
61	1|S163479{B_PB1}
