-1768.21 -1747.61 -1918.47 -1730.82 -1685.97 -1461.74 -1557.81 -1721.32
-1885.19 -1816.84 -1908.71 -1843.85 -1794.79 -1542.60 -1618.10 -1800.47
-1885.19 -1816.84 -1908.71 -1843.85 -1794.79 -1542.60 -1618.10 -1800.47
-1760.40 -1721.04 -1794.23 -1708.67 -1665.25 -1469.16 -1561.74 -1935.63
-1711.66 -1684.89 -1923.32 -1676.46 -1651.46 -1449.36 -1546.77 -1687.71
-1740.99 -1704.07 -1782.60 -1713.14 -1836.41 -1551.18 -1669.64 -1718.63
-1771.94 -1722.79 -1811.30 -1722.19 -1853.92 -1571.02 -1685.45 -1732.14
-976.60 -978.84 -1015.67 -935.33 -1043.81 -1199.45 -1035.12 -1008.99
-1199.09 -1096.66 -1152.52 -1128.84 -1057.46 -896.33 -951.93 -1099.74
-1996.22 -1840.00 -1917.76 -1874.27 -1760.10 -1512.86 -1602.04 -1829.30
-2000.31 -1868.91 -1955.00 -1913.85 -1785.16 -1536.13 -1625.47 -1854.23
-2004.77 -1874.21 -1963.29 -1918.80 -1791.28 -1539.42 -1630.88 -1862.48
-1256.08 -1271.48 -1274.35 -1248.30 -1154.83 -1001.50 -1062.86 -1218.65
-1947.12 -1905.75 -1972.53 -1950.46 -1777.80 -1541.04 -1629.67 -1846.30
-1862.64 -1899.38 -1897.90 -1859.21 -1726.45 -1489.86 -1599.27 -1777.03
-1865.50 -1902.06 -1902.07 -1863.35 -1729.58 -1491.79 -1601.83 -1780.86
-1865.50 -1902.06 -1902.07 -1863.35 -1729.58 -1491.79 -1601.83 -1780.86
-1403.05 -1447.25 -1499.57 -1390.24 -1552.07 -1428.26 -1827.88 -1490.61
-1985.75 -1838.91 -1925.94 -1872.45 -1765.37 -1526.96 -1617.92 -1825.16
-1461.50 -1492.42 -1554.00 -1432.10 -1595.20 -1475.86 -1856.78 -1538.79
-1566.05 -1561.77 -1639.35 -1518.99 -1653.67 -1900.51 -1620.75 -1596.11
-1555.13 -1551.88 -1626.32 -1506.94 -1642.28 -1902.33 -1612.24 -1581.35
-1889.52 -1899.90 -1923.22 -1903.47 -1744.27 -1509.71 -1605.95 -1815.80
-1719.11 -1689.27 -1768.68 -1701.74 -1832.01 -1528.06 -1638.16 -1695.94
-1815.25 -1791.87 -1951.61 -1786.91 -1713.82 -1502.25 -1592.30 -1762.97
-1796.70 -1767.53 -1919.34 -1771.94 -1686.13 -1466.62 -1549.64 -1730.43
-1877.13 -1837.63 -1897.90 -2037.70 -1740.17 -1503.41 -1609.01 -1791.27
-1882.78 -1845.10 -1905.17 -2044.73 -1747.52 -1505.57 -1615.84 -1800.50
-1882.47 -1846.44 -1909.99 -2044.82 -1752.44 -1511.57 -1618.65 -1801.00
-1882.47 -1845.13 -1905.13 -2044.82 -1747.47 -1505.53 -1614.11 -1800.59
-1885.42 -1843.49 -1908.62 -2041.43 -1750.04 -1508.04 -1610.75 -1802.06
-1879.67 -1843.30 -1904.36 -2045.10 -1745.66 -1505.01 -1613.04 -1798.83
-1386.96 -1436.83 -1477.93 -1382.12 -1532.97 -1398.56 -1813.65 -1486.18
-1567.33 -1565.71 -1643.47 -1521.55 -1657.00 -1901.00 -1622.94 -1600.07
-1507.24 -1513.82 -1580.98 -1454.18 -1608.24 -1879.49 -1588.34 -1544.86
-1823.27 -1767.37 -1847.43 -1770.88 -1717.91 -1489.17 -1586.96 -1928.69
-1791.67 -1744.78 -1821.15 -1741.30 -1689.21 -1488.73 -1573.83 -1955.46
-1821.67 -1768.33 -1842.57 -1782.13 -1711.33 -1481.74 -1591.98 -1914.53
-1442.04 -1472.98 -1519.87 -1391.91 -1581.67 -1440.48 -1860.11 -1497.96
-1973.38 -1837.46 -1921.61 -1862.09 -1754.59 -1503.52 -1601.25 -1810.12
-1544.97 -1539.91 -1614.66 -1492.07 -1631.06 -1891.28 -1606.97 -1570.56
-1748.49 -1721.63 -1940.25 -1716.64 -1666.71 -1454.68 -1543.99 -1707.77
-1748.49 -1721.63 -1940.25 -1716.64 -1666.71 -1454.68 -1543.99 -1707.77
-1669.98 -1639.99 -1703.98 -1612.56 -1630.49 -1448.90 -1566.09 -1911.23
-1653.65 -1639.33 -1722.27 -1618.48 -1614.19 -1435.41 -1539.77 -1884.41
-1124.77 -1075.80 -1127.46 -1072.71 -1178.69 -986.53 -1053.65 -1087.99
-1456.17 -1486.77 -1544.37 -1418.49 -1585.64 -1449.70 -1878.14 -1520.30
-1388.73 -1434.99 -1484.54 -1374.97 -1540.18 -1416.56 -1818.36 -1478.61
