-1356.27 -26.49 -21.31 -314.03 -120.94 -18.81 -29.22 -119.90 -20.06 -13.46
-30.34 -1752.50 -34.17 -21.47 -30.32 -33.29 -49.60 -31.63 -24.34 -7.68
-25.55 -1722.97 -37.05 -21.47 -30.99 -35.38 -46.19 -30.99 -19.90 -7.68
-25.55 -1733.03 -37.05 -21.47 -30.99 -33.05 -43.43 -30.99 -22.51 -7.68
-12.90 -9.00 -12.43 -11.15 -16.06 -10.10 -10.30 -12.42 -10.03 -1822.41
-34.49 -1630.87 -37.86 -23.01 -32.23 -35.73 -51.86 -33.85 -29.92 -7.26
-11.27 -7.88 -14.56 -9.86 -17.80 -9.65 -15.35 -12.49 -13.62 -1836.32
-12.90 -7.87 -14.56 -10.55 -15.89 -9.45 -10.30 -13.08 -10.03 -1831.08
-13.80 -5.96 -14.56 -8.84 -17.80 -9.65 -10.64 -12.49 -12.86 -1817.56
-11.27 -7.88 -12.43 -8.75 -21.89 -9.65 -15.35 -17.46 -13.62 -1804.69
-12.90 -9.00 -12.43 -11.15 -15.90 -10.43 -10.30 -12.08 -10.03 -1820.37
-32.76 -1716.27 -36.47 -20.53 -20.97 -32.92 -44.45 -21.25 -27.32 -7.27
-27.38 -1329.67 -31.31 -24.09 -33.65 -43.73 -42.85 -34.84 -33.11 -10.35
-28.27 -31.41 -1547.61 -40.90 -29.67 -23.10 -41.51 -33.77 -24.35 -10.89
-27.49 -22.41 -1654.94 -38.13 -22.68 -32.52 -42.29 -22.91 -27.89 -11.01
-31.71 -31.46 -1491.15 -27.89 -29.72 -23.76 -40.49 -32.38 -26.48 -7.00
-31.66 -26.30 -1594.88 -30.31 -26.17 -23.71 -41.21 -29.53 -21.11 -8.87
-27.22 -24.55 -1501.16 -34.48 -22.29 -32.87 -50.97 -25.41 -27.99 -11.07
-31.66 -31.41 -1609.77 -28.01 -29.67 -23.71 -38.02 -30.94 -32.61 -6.95
-191.75 -17.20 -30.55 -1685.08 -110.95 -15.79 -20.68 -101.89 -20.80 -9.64
-193.81 -17.20 -32.87 -1676.25 -112.10 -16.92 -19.44 -103.93 -19.09 -7.16
-193.81 -17.20 -32.87 -1676.25 -112.10 -16.92 -19.44 -103.93 -19.09 -7.16
-183.73 -17.20 -30.55 -1678.64 -106.55 -18.17 -23.45 -108.80 -20.86 -9.64
-183.77 -15.71 -36.95 -1659.78 -108.18 -17.82 -21.20 -111.24 -19.99 -10.10
-194.87 -19.52 -36.02 -1641.28 -110.34 -19.53 -22.98 -109.10 -23.43 -7.18
-90.75 -28.58 -29.81 -97.76 -1603.65 -19.94 -16.68 -345.89 -17.94 -13.12
-72.61 -35.33 -27.90 -101.61 -1642.60 -18.45 -19.76 -323.80 -18.03 -11.68
-72.61 -35.33 -27.90 -101.61 -1644.24 -18.45 -19.61 -323.99 -18.03 -11.68
-67.31 -32.60 -30.51 -95.92 -1618.33 -20.56 -22.53 -365.38 -15.80 -20.50
-71.13 -31.31 -27.90 -99.40 -1502.17 -19.03 -21.42 -339.71 -16.84 -12.04
-64.57 -31.31 -27.90 -104.06 -1469.94 -19.03 -21.42 -330.35 -16.84 -12.04
-20.46 -27.60 -26.35 -16.73 -28.62 -1648.30 -174.29 -26.55 -257.03 -9.89
-20.89 -30.36 -29.26 -18.36 -26.44 -1571.80 -166.54 -25.45 -237.20 -9.36
-25.20 -26.29 -26.94 -22.25 -25.32 -1512.40 -168.33 -26.42 -236.09 -8.39
-22.42 -27.29 -26.64 -24.62 -25.29 -1556.95 -162.78 -26.32 -227.90 -8.36
-25.17 -26.26 -28.07 -22.22 -24.94 -1553.47 -164.57 -26.32 -238.08 -8.36
-26.66 -28.70 -32.20 -19.28 -28.88 -1573.87 -180.22 -24.00 -239.73 -7.45
-22.99 -31.80 -41.94 -27.68 -26.27 -90.04 -1423.72 -26.47 -70.19 -8.04
-30.77 -30.54 -22.80 -21.47 -21.03 -64.91 -1394.49 -18.14 -51.11 -8.56
-21.55 -31.13 -40.77 -22.74 -34.15 -89.20 -1584.88 -31.42 -48.17 -7.48
-30.20 -34.82 -22.73 -21.55 -19.98 -80.88 -1514.19 -18.04 -69.68 -8.48
-26.07 -28.67 -22.38 -21.36 -18.59 -69.57 -1423.12 -18.04 -93.64 -9.59
-21.55 -24.88 -42.48 -22.67 -31.14 -87.26 -1576.62 -31.42 -59.06 -7.48
-93.34 -22.89 -41.88 -100.59 -371.60 -26.34 -25.58 -1662.13 -27.24 -11.02
-84.39 -25.70 -48.39 -85.75 -317.57 -26.14 -27.30 -1558.99 -27.61 -11.06
-84.43 -22.89 -40.05 -97.91 -386.49 -29.49 -27.56 -1642.73 -27.46 -11.02
-93.66 -23.67 -40.72 -100.59 -386.45 -26.10 -20.67 -1659.37 -29.42 -11.03
-93.89 -24.79 -43.15 -95.46 -350.68 -26.10 -28.23 -1660.59 -23.43 -9.78
-94.24 -24.79 -40.36 -98.93 -347.77 -26.10 -29.13 -1656.34 -27.57 -9.78
-26.27 -33.95 -29.76 -18.92 -19.22 -245.66 -145.26 -28.67 -1684.28 -8.50
-26.27 -33.95 -29.76 -18.92 -19.22 -248.07 -146.69 -28.67 -1688.26 -8.50
-26.27 -33.95 -29.76 -18.92 -19.22 -254.96 -152.55 -28.67 -1679.48 -8.50
-26.26 -31.99 -34.39 -18.91 -19.21 -247.85 -131.88 -21.43 -1692.00 -8.48
-22.90 -27.06 -31.56 -19.93 -20.79 -257.60 -120.01 -18.72 -1613.68 -12.17
-26.27 -35.09 -29.76 -18.92 -19.22 -246.04 -148.17 -28.67 -1680.13 -8.81
-1669.53 -27.43 -30.03 -303.28 -97.19 -27.55 -26.47 -135.65 -20.12 -7.28
-1518.12 -24.30 -33.06 -335.13 -100.06 -26.62 -25.66 -105.29 -27.72 -8.89
-1408.18 -22.70 -27.89 -337.00 -123.29 -23.45 -25.71 -110.89 -28.42 -6.77
-1490.87 -28.17 -28.45 -290.86 -107.83 -20.02 -27.30 -133.12 -22.47 -10.78
-1375.60 -20.67 -29.77 -263.40 -128.85 -32.58 -29.36 -119.78 -22.11 -14.10
